"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1863099491777495324","Sun Dec 01 05:55:08 +0000 2024","64","Byon combat 4 Sebelum pertandingan: ini bukan randy ini Jordan boyyyy Sesudah pertandingan: ini bukan saya ini bukan saya Jordan boy nak rematch #BYON https://t.co/fQvw6UlGMg","1863099491777495324","https://pbs.twimg.com/ext_tw_video_thumb/1863099404497924096/pu/img/tVzJDjVL3qtfpzht.jpg","","in","","2","3","6","https://x.com/footballindo_14/status/1863099491777495324","1715800155046518784","footballindo_14"
"1863090623211016582","Sun Dec 01 05:19:53 +0000 2024","0","Hasil Byon Combat Showbiz Vol 4 Delapan Petarung Indonesia Raih Kemenangan https://t.co/GTORcIwDHD #byoncombat #byoncombat4 #ByonCombatShowbiz","1863090623211016582","","","in","DKI Jakarta, Indonesia","0","0","0","https://x.com/edorusia/status/1863090623211016582","68375206","edorusia"
"1863090053888758104","Sun Dec 01 05:17:38 +0000 2024","0","Menpora Dito Saksikan Byon Combat Showbiz Vol 4: Go Internasional! 1 Desember 2024 https://t.co/lEUDhiKUBP","1863090053888758104","","","in","Jl Masjid Al Akbar Timur No.9","0","0","0","https://x.com/aula_media/status/1863090053888758104","1278217985795096576","aula_media"
"1863067581470658839","Sun Dec 01 03:48:20 +0000 2024","22","🇮🇩🇲🇾 Tim Indonesia nyaris menyapu bersih 9 pertarungan sengit melawan Malaysia dalam Byon Combat Showbiz Vol. 4 di Tennis Indoor Senayan Sabtu (30/11/2024) malam. Puncak pertarungan ditutup oleh kemenangan sang legenda Rudy Golden Boy yang berhasil membuat KO jagoan asal https://t.co/WUedAYxO5U","1863067581470658839","https://pbs.twimg.com/ext_tw_video_thumb/1863067459202498560/pu/img/dgMuqrgXTV4KR10y.jpg","","in","","0","0","2","https://x.com/inilahdotcom/status/1863067581470658839","46693036","inilahdotcom"
"1863062036600734118","Sun Dec 01 03:26:18 +0000 2024","6","Match Byon Combat 4 Paling Seru nih Aziz Calim (Indonesia) vs Ezmir Danial (Malaysia) Sampe ronde 3 saling jual beli serangan. Yakin Kkajhe si paling Timur Keras bisa menang? #byoncombat #ByonCombatShowbiz #byoncombat4 https://t.co/EPCHjuqeRe","1863062036600734118","https://pbs.twimg.com/amplify_video_thumb/1863061512782315520/img/pM2ZaIy_VQaNtNFb.jpg","","in","Indonesia","0","0","1","https://x.com/TukangBedah00/status/1863062036600734118","1612447931768131585","TukangBedah00"
"1862489243375083698","Sun Dec 01 02:32:35 +0000 2024","6","Kalo ada kategori Most Entertaining Fighter Mohamad Redho Rocky pasti pemenangnya! Melawan fighter yang lebih berpengalaman dipertandingan profesional ga bikin Rocky gentar! Selain menghibur Rodtang made in Tasik ini juga menunjukkan kualitasnya diatas ring Byon Combat 4! https://t.co/uwJWGldUOH","1863048521559285919","https://pbs.twimg.com/ext_tw_video_thumb/1863048489732620289/pu/img/lgoiCDKWe-VEYil1.jpg","BukanGlenfredly","in","Jatipuro, Indonesia","0","1","1","https://x.com/BukanGlenfredly/status/1863048521559285919","1057243108390268928","BukanGlenfredly"
"1863048443822059832","Sun Dec 01 02:32:17 +0000 2024","0","https://t.co/UeAT4fllQz Hasil Byon Combat Showbiz Vol. 4 : Menang Lawan Aisar Khaled dari Malaysia Fadly Faisal Raih Sabuk ICB International #byoncombat #ByonCombatShowbizVol4 #FadlyFaisal #AisarKhaled","1863048443822059832","","","in","","0","0","0","https://x.com/helojabar_/status/1863048443822059832","1683709673097293826","helojabar_"
"1863031707185848749","Sun Dec 01 01:25:47 +0000 2024","0","Hasil Byon Combat 4 Fadly Faisal Menang Ongen Saknosiwi Juara https://t.co/vgqqkF7hyW","1863031707185848749","","","in","Bandung","0","0","0","https://x.com/PRJABAR/status/1863031707185848749","1775964061114712064","PRJABAR"
"1863023088557818344","Sun Dec 01 00:51:32 +0000 2024","2","Fuji Full Senyum saat Hadir Dukung Sang Kakak di Byon Combat 4 https://t.co/itvxg7fPQC","1863023088557818344","","","in","Jakarta, Indonesia","0","0","0","https://x.com/fajaronline/status/1863023088557818344","89877164","fajaronline"
"1863017158328123752","Sun Dec 01 00:27:58 +0000 2024","1","btw byon combat 4 seru bgt. tp cm ngikutin se match krna ketiduran bgst suami gamau bangunin. bangun2 pas fadly vs aisar alias 2 match terakhir ","1863017158328123752","","","in","","0","0","0","https://x.com/halffhooman/status/1863017158328123752","1786606878287650816","halffhooman"
"1862996422355976621","Sat Nov 30 23:05:34 +0000 2024","3","Terlepas fight Byon 4 malam tadi. Congrats fighters malaysia. Walaupun Putra sorang menang. Aku happy tengok event macamtu. Semoga ada future untuk combat sport malaysia. Respect untuk Aisar Khaled sebenarnya dia punca aku rasa event ni jadi menang besar dia dapat jumpa fuji ","1862996422355976621","","","in","Texas - Kuala Lumpur","0","0","0","https://x.com/RazeenMutazah/status/1862996422355976621","462636655","RazeenMutazah"
"1862933603153576019","Sat Nov 30 18:55:57 +0000 2024","45","Momen Fuji Naik Ke Atas Ring Byon Combat 4 Sc: aisar_khaledd #Byon #Byon4 #FadlyFaisal #Fadly #ByonCombat #fuji #fujian https://t.co/U3nNeZxrW9","1862933603153576019","https://pbs.twimg.com/ext_tw_video_thumb/1862933100193529856/pu/img/JDYQR46G3JVOSuRB.jpg","","in","DKI Jakarta","2","4","2","https://x.com/SeJakarta_id/status/1862933603153576019","1571536417448402944","SeJakarta_id"
"1862925166617194872","Sat Nov 30 18:22:25 +0000 2024","0","Dari sore nontonin byon combat 4","1862925166617194872","","","in","Rome","0","0","0","https://x.com/buset_daah/status/1862925166617194872","1089865378077921282","buset_daah"
"1862888912089477186","Sat Nov 30 15:58:22 +0000 2024","388","Pertandingan byon combat 4. Putra abdullah wakil dari malaysia berhasil memenangkan pertandingan melawan kkungke dari indonesia. Terlihat kkungke mengalami dislokasi bahu. Kemenangan pertama dari malaysia. https://t.co/E1ziHpYQ1L","1862888912089477186","https://pbs.twimg.com/ext_tw_video_thumb/1862888579514474496/pu/img/jmBSlP1SiVNVTKHg.jpg","","in","","14","7","110","https://x.com/satria_gigin/status/1862888912089477186","1519990804495826944","satria_gigin"
"1862888046649356459","Sat Nov 30 15:54:55 +0000 2024","4","Sudah Dimulai 22.55 WIB! Nonton Siaran Langsung Byon Combat 4 Indonesia vs Malaysia Aisar Khaled vs Fadly Faisal Kakak Fuji An Sekarang: Link Live Streaming di Sini https://t.co/gMnmcP6T5u","1862888046649356459","","","in","","0","0","2","https://x.com/Miraikuri154077/status/1862888046649356459","1841397928726003712","Miraikuri154077"
"1862887966953075030","Sat Nov 30 15:54:36 +0000 2024","0","INDONESIA VS MALAYSIA BYON COMBAT SHOWBIZ 4 LIVESTREAM https://t.co/jDfDHaZk1P lewat @YouTube","1862887966953075030","","","in","","0","0","0","https://x.com/prmnaa_y/status/1862887966953075030","1837369165709213696","prmnaa_y"
"1862887311257854383","Sat Nov 30 15:52:00 +0000 2024","39","Byon Combat 4 Kk Ungke (Indonesia) vs Putra Abdullah (Malaysia) Putra Abdullah berhasil menumbangkan kk Ungke di round 4 ini menjadi kekalahan pertama Indonesia setelah berhasil memenangkan 8 pertandingan berturut-turut. #BYON https://t.co/nZQtBYqG0d","1862887311257854383","https://pbs.twimg.com/ext_tw_video_thumb/1862887280408440832/pu/img/rwKBrBHVoopDpm6C.jpg","","in","","1","4","15","https://x.com/footballindo_14/status/1862887311257854383","1715800155046518784","footballindo_14"
"1862886690702184914","Sat Nov 30 15:49:32 +0000 2024","27","Yeah.. Malaysia menang..akhirnya Byon Combat 4 https://t.co/mhWv2WJAhj","1862886690702184914","https://pbs.twimg.com/media/GdpNj5uWQAA4iAS.jpg","","in","","0","3","1","https://x.com/Frenlly6/status/1862886690702184914","1318886021623287808","Frenlly6"
"1862880267364639085","Sat Nov 30 15:24:01 +0000 2024","57","Byon Combat 4 Aziz Calim (Indonesia) vs Ezmil (Malaysia) Aziz calim berhasil memenangkan pertandingan #BYON https://t.co/VOB9bKrrVN","1862880267364639085","https://pbs.twimg.com/ext_tw_video_thumb/1862880214000312320/pu/img/VTMANzro0odwkjQR.jpg","","in","","1","1","1","https://x.com/footballindo_14/status/1862880267364639085","1715800155046518784","footballindo_14"
"1862879819039695096","Sat Nov 30 15:22:14 +0000 2024","2","Prediksi Hasil Akhir Aisar Khaled vs Fadly Faisal: Indonesia vs Malaysia Byon Combat 4 Malam Ini 22.30 WIB https://t.co/LkGPGs1fEO","1862879819039695096","","","in","","0","0","2","https://x.com/Miraikuri154077/status/1862879819039695096","1841397928726003712","Miraikuri154077"
"1862879547261419820","Sat Nov 30 15:21:09 +0000 2024","0","Makin Seru! Byon Combat 4: Tayang di Link Live Streaming ini. Fadly Faisal vs Aisar Khaled Siapa Juara? https://t.co/DaKjjK0ir4","1862879547261419820","","","in","bandung","0","0","0","https://x.com/j0bnl1/status/1862879547261419820","4555085294","j0bnl1"
"1862878827690840282","Sat Nov 30 15:18:17 +0000 2024","70","Momen lucu Byon combat 4 pada pertandingan aziz calim melawan ezmir danial dari malaysia. Aziz calim secara tidak sengaja mengangkat kakinya padahal ini pertandingan boxing. https://t.co/D0QJQQGeR5","1862878827690840282","https://pbs.twimg.com/ext_tw_video_thumb/1862878780135821312/pu/img/D1PQIPvAQ98DhbVQ.jpg","","in","","2","2","3","https://x.com/satria_gigin/status/1862878827690840282","1519990804495826944","satria_gigin"
"1862878614267863310","Sat Nov 30 15:17:26 +0000 2024","0","Link Live Streaming Fadly Faisal vs Aisar Khaled di Byon Combat Showbiz Vol. 4 Gratis Tinggal Klik di Sini! - Garut 60 Detik https://t.co/mreuIZESMW","1862878614267863310","","","in","","0","0","0","https://x.com/SanSan258583686/status/1862878614267863310","1833149828119097344","SanSan258583686"
"1862876512724353082","Sat Nov 30 15:09:05 +0000 2024","1","Serieal Effendy Petik Kemenangan TKO di Byon Combat Showbiz 4: Indonesia vs Malaysia Wakil Tuan Rumah Tersenyum https://t.co/2jazIKIPx1 #Bola","1862876512724353082","","","in","Jakarta","0","1","0","https://x.com/liputan6dotcom/status/1862876512724353082","47596019","liputan6dotcom"
"1862869642328629573","Sat Nov 30 14:41:47 +0000 2024","1","Link nonton full gratis : https://t.co/AWCAONqmsd Byon Combat 4 Indonesia vs Malaysia 7 fighter dari Indonesia berhasil menaklukkan semua lawannya #BYON https://t.co/qluATW05P1","1862869642328629573","https://pbs.twimg.com/media/Gdo-EPSWkAAdQsc.jpg","","in","","0","0","0","https://x.com/gurugorontal/status/1862869642328629573","1759583656396599296","gurugorontal"
"1862868869796581668","Sat Nov 30 14:38:43 +0000 2024","8","Bagi link nnton Byon Combat 4 dong wkwkwk","1862868869796581668","","","in","nomaden","0","5","0","https://x.com/GoballGabull/status/1862868869796581668","1790391989755891712","GoballGabull"
"1862868347265986581","Sat Nov 30 14:36:39 +0000 2024","55","Byon Combat 4 Serial Effendy (Indonesia) vs Jordan Boy (Malaysia) Gaya doang Malay akhirnya turu juga #ByonCombatShowbiz #byoncombat https://t.co/2GAlYtKLo6","1862868347265986581","https://pbs.twimg.com/ext_tw_video_thumb/1862868156634775552/pu/img/Epei941YWJOFP2pp.jpg","","in","Indonesia","2","4","8","https://x.com/TukangBedah00/status/1862868347265986581","1612447931768131585","TukangBedah00"
"1862860655847731392","Sat Nov 30 14:06:05 +0000 2024","0","Byon Combat 4: Aksi Panas Tayang di Mana? Dapatkan Link Live Streaming-nya! https://t.co/aEKPzQtPyP","1862860655847731392","","","in","bandung","0","0","0","https://x.com/j0bnl1/status/1862860655847731392","4555085294","j0bnl1"
"1862852834246746254","Sat Nov 30 13:35:00 +0000 2024","18","Byon Combat 4 Pertandingan Kedua Serial Efendi (Indonesia) vs Jordan Boy(Malaysia) Serial Efendi hanya membutuhkan waktu 23 detik untuk memenangkan pertandingan ini #BYON https://t.co/LY8DQfxvCn","1862852834246746254","https://pbs.twimg.com/ext_tw_video_thumb/1862852793058332672/pu/img/xHw88ElkPvQVSSnA.jpg","","in","","0","1","3","https://x.com/footballindo_14/status/1862852834246746254","1715800155046518784","footballindo_14"
"1862850358026060085","Sat Nov 30 13:25:10 +0000 2024","0","Terjawab Siapa Aisar Khaled Pria Malaysia yang Duel Tinju dengan Fadly Faisal di Byon Combat 4 2024 https://t.co/lz2rURz1xv lewat @tribunnews #aisarkhaled #malaysia #indonesia #fadlyfaisal #ByonCombatShowbizVol4 #BYON #byoncombat #tinju #livestreaming #fuji","1862850358026060085","","","in","Balikpapan, Indonesia","0","0","0","https://x.com/tribunkaltim/status/1862850358026060085","103551225","tribunkaltim"
"1862826018878411222","Sat Nov 30 13:18:18 +0000 2024","0","Byon Combat vol.4 Indonesia vs Malaysia (5-0). Serieal Efendy win TKO gasampe 2 menit njir ","1862848630706823311","","RahmatAR_","in","sby-sda","0","0","0","https://x.com/RahmatAR_/status/1862848630706823311","251444521","RahmatAR_"
"1862847789304262729","Sat Nov 30 13:14:57 +0000 2024","0","Byon combat 4 seru banget","1862847789304262729","","","in","Unknown","0","0","0","https://x.com/pallemmai/status/1862847789304262729","1066593488865611776","pallemmai"
"1862847613688770784","Sat Nov 30 13:14:15 +0000 2024","0","Live Streaming Tinju Byon Combat 4 Indonesia vs Malaysia: Aisar Khaled vs Fadly Faisal https://t.co/m9OSktJ2mT https://t.co/P2sxOSGQRO","1862847613688770784","https://pbs.twimg.com/media/GdoqCE0XQAA6qB-.jpg","","in","","0","0","0","https://x.com/neitrher/status/1862847613688770784","725819916381736960","neitrher"
"1862845656471368130","Sat Nov 30 13:06:29 +0000 2024","0","INDONESIA VS MALAYSIA! BYON COMBAT SHOWBIZ VOL.4 LIVESTREAM! https://t.co/5QtSfSM5eu melalui @YouTube","1862845656471368130","","","in","","0","0","0","https://x.com/SyahdanDotri/status/1862845656471368130","1401386053336846337","SyahdanDotri"
"1862841516064227542","Sat Nov 30 12:56:28 +0000 2024","0","gatau kenapa tiba tiba nonton ni acara tapi byon combat 4 ini seru sih","1862843136231579972","","minggirdlue","in","Indonesia","0","1","1","https://x.com/minggirdlue/status/1862843136231579972","1837754665083326465","minggirdlue"
"1862841129340989645","Sat Nov 30 12:48:29 +0000 2024","0","gokil Byon Combat 4 puas banget nontonnya!","1862841129340989645","","","in","","0","0","0","https://x.com/Kindergen/status/1862841129340989645","1781236874000117760","Kindergen"
"1862840989016269055","Sat Nov 30 12:47:56 +0000 2024","0"," LIVE STREAMING BYON COMBAT VOL 4 : INDONESIA VS MALAYSIA - LINK UNTUK MENONTON: https://t.co/miftdSrX66 Jangan lupa tinggalkan suka bagikan &amp; ikuti halaman ini!!! https://t.co/KC3gczoeHH","1862840989016269055","https://pbs.twimg.com/media/GdokANfXEAEM7rY.jpg","","in","","0","0","0","https://x.com/CEOngajoaxx/status/1862840989016269055","1445094469246676994","CEOngajoaxx"
"1862826018878411222","Sat Nov 30 12:47:55 +0000 2024","0","Byon Combat vol.4 Indonesia vs Malaysia (4-0). W Felmy meskipun pala udah bocor masih kuat fight sampe menang njir","1862840987200229701","","RahmatAR_","in","sby-sda","0","1","0","https://x.com/RahmatAR_/status/1862840987200229701","251444521","RahmatAR_"
"1862838955743555707","Sat Nov 30 12:39:51 +0000 2024","0","Seru banget byon combat 4","1862838955743555707","","","in","Dirumah.","0","0","0","https://x.com/fixbxy/status/1862838955743555707","1230182965365243905","fixbxy"
"1862837358632305089","Sat Nov 30 12:33:30 +0000 2024","27","BIKIN INDONESIA BANGGA 🇮🇩 Jaden Bahtera sukses menang atas Raul Gonzalez di BYON Combat Showbiz 4 Live now on Vidio https://t.co/wW3OD0MvnJ https://t.co/22X4vWLo5a","1862837358632305089","https://pbs.twimg.com/ext_tw_video_thumb/1862837268475449344/pu/img/667ctgxEOf88QroH.jpg","","in","","2","0","1","https://x.com/VidioSports/status/1862837358632305089","1597888064214663168","VidioSports"
"1862836238451179654","Sat Nov 30 12:29:03 +0000 2024","0","seru banget byon combat 4","1862836238451179654","","","in","","0","0","0","https://x.com/opposeddin/status/1862836238451179654","1478957844384735235","opposeddin"
"1862835235806920836","Sat Nov 30 12:25:04 +0000 2024","1","Vip ring 1 Cat 1 Wts byon combat 4 Cod venue sama saya sendiri https://t.co/2e37hCdlcf","1862835235806920836","https://pbs.twimg.com/media/GdoexLVWIAAbu_K.jpg","","in","DKI Jakarta, Indonesia","0","0","0","https://x.com/azizyoo1/status/1862835235806920836","1264994427057012736","azizyoo1"
"1862826018878411222","Sat Nov 30 11:48:27 +0000 2024","0","Byon Combat vol.4 Indonesia vs Malaysia (3-0)","1862826018878411222","","","in","sby-sda","0","1","0","https://x.com/RahmatAR_/status/1862826018878411222","251444521","RahmatAR_"
"1862825826879971723","Sat Nov 30 11:47:41 +0000 2024","1","malem ini jangan lupa nntn byon combat 4 tubes nanti dulu","1862825826879971723","","","in","Electrical Engineering | ITB","0","0","0","https://x.com/aymaannnzzzz/status/1862825826879971723","1619918021392474117","aymaannnzzzz"
"1862823430380503333","Sat Nov 30 11:38:10 +0000 2024","0","Byon Combat vol.4 Indonesia vs Malaysia (3-0)","1862823430380503333","","","in","","0","0","0","https://x.com/tirekkk_/status/1862823430380503333","1223892309453889536","tirekkk_"
"1862823156324655242","Sat Nov 30 11:37:04 +0000 2024","47","Mohamad Redho (Indonesia) vs Amirul Azim (Malaysia) Byon Combat 4 Indo agresif banget malay ketar-ketar di ronde 1 #ByonCombatShowbiz https://t.co/uylZN0RGQ8","1862823156324655242","https://pbs.twimg.com/ext_tw_video_thumb/1862822259921960960/pu/img/fSV8XKmHBLswM-ZM.jpg","","in","Indonesia","0","4","5","https://x.com/TukangBedah00/status/1862823156324655242","1612447931768131585","TukangBedah00"
"1862794268018110557","Sat Nov 30 11:35:35 +0000 2024","0","@lilisagustin_ Malam minggu cukup main HP rebahan sambil nonton Byon combat 4","1862822780942893397","","lilisagustin_","in","","0","0","0","https://x.com/omgyashgurl/status/1862822780942893397","1339838081352912896","omgyashgurl"
"1862820375652159716","Sat Nov 30 11:26:01 +0000 2024","1","Byon combat 4 rame nih asli","1862820375652159716","","","in","kota Bandung, tau gak km","0","0","0","https://x.com/aakacamata/status/1862820375652159716","363428914","aakacamata"
"1862820064896155774","Sat Nov 30 11:24:47 +0000 2024","0","3-0 dah ni Byon combat 4 ni","1862820064896155774","","","in","","0","0","0","https://x.com/Iqrmrsmn/status/1862820064896155774","1473738547","Iqrmrsmn"
"1862819523830948174","Sat Nov 30 11:22:38 +0000 2024","0","ini nonton yg mana dah byon combat vol 4 seru m6 juga seru","1862819523830948174","","","in","","0","1","0","https://x.com/ffkhryn/status/1862819523830948174","1131495483589795840","ffkhryn"
"1862813563540394116","Sat Nov 30 10:58:57 +0000 2024","0","Jadwal Byon Combat 4 Hari Ini Jam Berapa? Cek Link Live Streaming Duel Seru Fadly Faisal vs Aisar Khaled! https://t.co/rV3UmGyfPH","1862813563540394116","","","in","Bandung","0","0","0","https://x.com/PRJABAR/status/1862813563540394116","1775964061114712064","PRJABAR"
"1862810427950027251","Sat Nov 30 10:46:30 +0000 2024","17","Surya Dharma (Indonesia) vs Bradley Ho (Malaysia) Ronde 1 Laga cukup seru di Byon Combat 4 #byoncombat #ByonCombatShowbiz https://t.co/jaGJRmHozY","1862810427950027251","https://pbs.twimg.com/ext_tw_video_thumb/1862809935689494528/pu/img/KvGq-bPQ5CCqrimD.jpg","","in","Indonesia","1","2","5","https://x.com/TukangBedah00/status/1862810427950027251","1612447931768131585","TukangBedah00"
"1862759663022055769","Sat Nov 30 07:24:46 +0000 2024","3","Hari Ini! Link Nonton Live Streaming Byon Combat 4 Indonesia vs Malaysia: Aisar Khaled vs Fadly Faisal Siaran Langsung Tinju TV Online https://t.co/gMnmcP6T5u","1862759663022055769","","","in","","0","0","2","https://x.com/Miraikuri154077/status/1862759663022055769","1841397928726003712","Miraikuri154077"
"1862757744631325017","Sat Nov 30 07:17:09 +0000 2024","0","Jam Tayang dan Live Streaming Tinju Byon Combat 4 Indonesia vs Malaysia Ada Fadly Faisal vs Aisar https://t.co/qoREuZiW5z lewat @tribunnews #ByonCombatShowbiz #byoncombat #fadlyfaisal #aisarkhaled #tinju #livestreaming #vidiocom","1862757744631325017","","","in","Balikpapan, Indonesia","0","0","0","https://x.com/tribunkaltim/status/1862757744631325017","103551225","tribunkaltim"
"1862755851054064036","Sat Nov 30 07:09:37 +0000 2024","0","WTS TIKET BYON COMBAT 4 CAT 1 -3 READY HARGA UNDERWEB DM AJAAAA #wtb #zonauang #zonajajanᅠ","1862755851054064036","","","in","","0","0","0","https://x.com/myshennn/status/1862755851054064036","1848633435809845250","myshennn"
"1862751644783714505","Sat Nov 30 06:52:55 +0000 2024","0","Wts tiket byon combat showbiz vol. 4 Indonesia vs Malaysia 2 tix - cat 1 (450k) 2 tix - cat 2 (325)k) wts wtb lfb combat boxing","1862751644783714505","","","in","","0","0","0","https://x.com/konsertikets/status/1862751644783714505","1682906200218959872","konsertikets"
"1862750604004925493","Sat Nov 30 06:48:46 +0000 2024","0","gua udah nyoba 100x buat beli ppv byon combat 4 di vidio gabisa bisa hehehe tolol semuanya gua nya juga norak","1862750604004925493","","","in","","0","0","0","https://x.com/thxufrtdy/status/1862750604004925493","1118520484520316928","thxufrtdy"
"1862724205571359204","Sat Nov 30 05:03:53 +0000 2024","0","wts tiket byon combat 4 hari ini cat 1 sampe 3 ready dm aja #wtb #zonauang️","1862724205571359204","","","in","","0","0","0","https://x.com/myshennn/status/1862724205571359204","1848633435809845250","myshennn"
"1862716790121607188","Sat Nov 30 04:34:25 +0000 2024","0","https://t.co/sjYKVcvnRR Jam Tayang Semua Pertandignan Byon Combat 4: Fadly Kkungke dan Rudy Golden Boy Main Jam Segini ! #ByonCombatShowbizVol4 #ByonCombatShowbiz #ByonCombat4 #Byon4","1862716790121607188","","","in","","0","0","0","https://x.com/helojabar_/status/1862716790121607188","1683709673097293826","helojabar_"
"1862705756531040759","Sat Nov 30 03:50:34 +0000 2024","0","Aziz Calim Bakal Berikan yang Terbaik bagi Indonesia di Byon Combat Vol 4 https://t.co/dMYrCoDhKL https://t.co/eDCB6qtNGQ","1862705756531040759","https://pbs.twimg.com/media/GdmpA8sXMAARqn8.jpg","","in","Jakarta, Indonesia","0","0","0","https://x.com/sportskompascom/status/1862705756531040759","73674042","sportskompascom"
"1862704775797907822","Sat Nov 30 03:46:40 +0000 2024","0","https://t.co/aHir3KUOxC Jadwal dan Cara Nonton Byon Combat Showbiz Vol.4 Dimulai Petang Nanti ! #ByonCombatShowbizVol4 #ByonCombatShowbiz #ByonCombat4 #Byon4","1862704775797907822","","","in","","0","0","0","https://x.com/helojabar_/status/1862704775797907822","1683709673097293826","helojabar_"
"1862699482577871207","Sat Nov 30 03:25:38 +0000 2024","0","Cara NONTON Tinju Byon Combat Showbiz Vol 4 Hari Ini 30 November 2024 Siaran Langsung Fadly vs Aisar di SINI #byoncombat https://t.co/hRgzHEduea","1862699482577871207","","","in","Yogyakarta","0","0","0","https://x.com/berita_diy/status/1862699482577871207","1287642738683342848","berita_diy"
"1862686395133043102","Sat Nov 30 02:33:38 +0000 2024","0","Wts tiket byon combat showbiz vol. 4 Indonesia vs Malaysia 2 tix - cat 1 2 tix - cat 2 wts wtb lfb tiket byon combat boxing","1862686395133043102","","","in","","0","1","0","https://x.com/konsertikets/status/1862686395133043102","1682906200218959872","konsertikets"
"1862677965940682872","Sat Nov 30 02:00:08 +0000 2024","0","Jangan lewatkan BYON Combat Showbiz 4 Indonesia vs Malaysia di Vidio dengan beli vouchernya di TIX ID! #TIXID https://t.co/fnufdQbsNF","1862677965940682872","https://pbs.twimg.com/media/GdmPvRSWQAAWFWW.jpg","","in","Jakarta Capital Region","0","0","0","https://x.com/tix_id/status/1862677965940682872","983528630629183489","tix_id"
"1862630365514670279","Fri Nov 29 22:50:59 +0000 2024","0","FORUM PRIA4D-Byon Combat Showbiz Vol. 4 akan menjadi saksi pertarungan sekaligus pembuktian dari rivalitas antar dua negara https://t.co/EziR61X3sx","1862630365514670279","","","in","","0","0","0","https://x.com/pria4d/status/1862630365514670279","1383313898506309632","pria4d"
"1862587634637578602","Fri Nov 29 20:01:11 +0000 2024","1","Byon Combat Showbiz Vol 4: Duel Sengit Indonesia vs Malaysia https://t.co/0p00cre5U9","1862587634637578602","","","in","","0","0","0","https://x.com/CNNIndonesia/status/1862587634637578602","17128975","CNNIndonesia"
"1862526714552938939","Fri Nov 29 16:02:47 +0000 2024","0","@chikudokoo yg bisa nonton byon combat 4 yg mana ka?","1862527637501223345","","chikudokoo","in","Indonesia ","0","1","0","https://x.com/gummymchi_/status/1862527637501223345","1248128893296369664","gummymchi_"
"1862526714552938939","Fri Nov 29 16:00:33 +0000 2024","0","@vvonyoung00 bisa nonton byon combat 4 kah ini?","1862527075594449198","","vvonyoung00","in","Indonesia ","0","1","0","https://x.com/gummymchi_/status/1862527075594449198","1248128893296369664","gummymchi_"
"1862521996455944550","Fri Nov 29 15:40:22 +0000 2024","0","main event versi gw di byon combat 4 : 1. coach rudy vs dean 2. serial effendi vs jordan boy 3. ungke vs putra aisar sama fadly kebanyakan ketawa2 njirr wkwk","1862521996455944550","","","in","","0","0","0","https://x.com/rozaqirfai/status/1862521996455944550","3012013255","rozaqirfai"
"1862496423054647431","Fri Nov 29 13:58:45 +0000 2024","0","Ada yg jual app vidio? Mau nonton Byon Combat 4 huhu #zonauang","1862496423054647431","","","in","Jakarta Timur, DKI Jakarta","1","39","0","https://x.com/hhhaeina/status/1862496423054647431","1405243158","hhhaeina"
"1862490751944229269","Fri Nov 29 13:36:13 +0000 2024","0","Fadli Faisal Lawan Aisar Khaled di Byon Combat 4 Berebut Sabuk ICB Perdana di Asia https://t.co/17ODsUTpls","1862490751944229269","","","in","Bogor, Indonesia","0","0","0","https://x.com/MediaVoi/status/1862490751944229269","1578222594","MediaVoi"
"1862488644927566079","Fri Nov 29 13:27:50 +0000 2024","0","WTS TIKET BYON COMBAT SHOWBIZ 4 CAT 1 HARGA NORMAL TANPA TAX. READY TINGGAL 2 TIX ATAS NAMA PRIBADI COD VENUE HARI-H DIBANTU URUS SAMPE JADI GELANG. Tag: WTB WTS WTT Tiket Byon Combat Showbiz 4 Indonesia VS Malaysia","1862488644927566079","","","in","","0","5","0","https://x.com/trshitt/status/1862488644927566079","1461558780831830019","trshitt"
"1862471174107930914","Fri Nov 29 12:18:25 +0000 2024","0","Cukup 2 ronde buat Rudy? Menjelang Byon Combat Showbiz 4 yang mempertemukan beberapa fighter Indonesia vs Malaysia sang juara Muaythai nasional Rudy Golden Boy siap tumbangkan jagoan asal Malaysia Dean Hamsah di RONDE 2!! Byon Combat Showbiz Vol. 4 akan digelar di Tennis https://t.co/X7SCRmGLVR","1862471174107930914","https://pbs.twimg.com/ext_tw_video_thumb/1862471099864195072/pu/img/4DyBjtZ0cMBybk6P.jpg","","in","","0","0","0","https://x.com/inilahdotcom/status/1862471174107930914","46693036","inilahdotcom"
"1862459335668044197","Fri Nov 29 11:31:23 +0000 2024","0","WTS TIKET BYON COMBAT VOL 4 AVAIL CAT APA AJA DM! HARGA NEGO BISA DI DM(BISA COD) PAYMENT 50% FIRST PAY FIRST GET t.wtb #zonauang #ByonCombatShowbiz #byon4","1862459335668044197","","","in","","0","0","0","https://x.com/thesyhrenn/status/1862459335668044197","1797726585073926145","thesyhrenn"
